alpha1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,2,3,4,5
0.4,0.55,0.4,0.3,0.25,0.2,0.2,0.2,0.15,0.15,0.15,0.05,0.05,0.05,0.05
0.5,0.45,0.3,0.2,0.2,0.15,0.15,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05
0.6,0.3,0.2,0.15,0.15,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0,0
0.7,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0
0.8,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0
0.9,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0
