<beam_data>
No,i,j,length,I,K,phai,stiff_ratio,Ci,Cj,category,direction,story,M0,Q0,unit_weight,weight,Z,Zp,B,H,t1,t2,init_group,Mp,M_Lx,M_Lx0,M_Ly,M_Ly0,M_Sx,M_Sy,Q_Lx,Q_Ly,Q_Sx,Q_Sy,N_Lx,N_Ly,N_Sx,N_Sy,ML,QL,Ms,Qs
25,4,24,1,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,27.72000000000001,[],2176.8826412896397,2133.2525947553922,2.7190113923,12.23555126535,0.13639990417391373,0.08823348661141821,[1.00764295 2.01528586],[ 57.74584591 115.49169135],"[1288.350784802629, 552.1503363439838]","[653.3572204196746, 351.8077340721326]","[0.6717619564694851, 0.6717619564694851]","[38.49723050347687, 38.49723050347687]",409.00024914369175,223.36998988706827,2024.0242993245658,2024.0242993245658,15.74256932421892,441.5813566228254,2.015285856977768,115.49169135141447,0.6717619564694851,38.49723050347687,2024.0242993245658,1290.3660706596067,768.8489117710891,409.6720111001612,261.8672203905451,2039.7668686487848,2465.6056559473914,17152.748299360726,0.9583458689366673,0.9391382763616077,21,8.261068287782125,18.62749753102653,12.793576770578701,18.62749753102653
26,24,44,2,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,27.72000000000001,[],2198.2459266608707,2159.276751097384,2.7190113923,12.23555126535,0.15893800754729642,0.11395646889927828,[2.91573271 2.80853666],[150.26100431 127.28447183],"[837.8063670648513, 837.8063670648513]","[470.26416796794047, 470.26416796794047]","[1.2720598593240273, 1.2720598593240273]","[61.67677247586394, 61.67677247586394]",372.3583853621561,209.0062968746402,1782.6060597227167,1782.6060597227167,12.173077853650454,438.8439367679023,2.9157327112595812,150.2610043099951,1.2720598593240273,61.67677247586394,1782.6060597227167,840.7220997761109,620.5251722779356,373.63044522148016,270.6830693505042,1794.7791375763672,2221.449996490619,15106.831014599295,0.967750793159089,0.9505950918324384,21,8.10942509491876,13.097468810480393,10.63424894355165,13.097468810480393
27,44,64,3,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,27.72000000000001,[],2215.667852844442,2183.3447027421057,2.07082124725,9.318695612625,0.15893800754729642,0.11395646889927828,[2.71206021 2.72277981],[106.68657191 109.06520446],"[713.8128207056736, 872.4378919736012]","[356.14762594848133, 534.221438922722]","[1.2077422259874036, 1.2077422259874036]","[47.94483919403308, 47.94483919403308]",352.50015837317216,197.85979219360073,1549.503820120868,1549.503820120868,17.381775854478803,419.3765557383968,2.72277981124971,109.06520446450253,1.2077422259874036,47.94483919403308,1549.503820120868,875.1606717848508,643.2866433872246,353.7079005991596,245.8046313876338,1566.8855959753469,1968.8803758592649,13131.388306109051,0.9754205823660321,0.9611907121911096,17,7.665583485100187,15.652886871548379,12.450609015460635,15.652886871548379
28,64,84,4,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,27.72000000000001,[],2231.0474960809806,2206.364251410563,2.07082124725,9.318695612625,0.15893800754729642,0.11395646889927828,[2.73349942 2.73349942],[111.28187841 111.1199198 ],"[661.1153064967039, 808.0298190515269]","[288.62302560278266, 536.0141904051677]","[1.2148886296914727, 1.2148886296914727]","[49.42262182592259, 49.42262182592259]",326.47669456627347,183.25271466843344,1316.4015805190193,1316.4015805190193,17.32813549912487,376.00547650245824,2.7334994168058135,111.28187841233678,1.2148886296914727,49.42262182592259,1316.4015805190193,810.7633184683327,647.2960688175045,327.69158319596494,232.67533649435603,1333.7297160181442,1692.4070570214776,11155.945597618806,0.9821912815676779,0.9713247860050904,17,6.906915355440247,14.226992342460594,11.969440872078787,14.226992342460594
29,84,104,5,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,27.72000000000001,[],2243.8233169779505,2225.459852919464,2.07082124725,9.318695612625,0.15893800754729642,0.11395646889927828,[2.73349942 2.73349942],[110.9579612 110.9579612],"[529.2257161784672, 793.8385742677009]","[222.7924322995505, 519.8490086989511]","[1.2148886296914727, 1.2148886296914727]","[49.31464942057465, 49.31464942057465]",294.01428676581514,165.03143133300037,1083.2993409171706,1083.2993409171706,19.895299173235202,339.56493103313085,2.7334994168058135,110.95796119629297,1.2148886296914727,49.31464942057465,1083.2993409171706,796.5720736845067,630.8069698952442,295.2291753955066,214.34608075357502,1103.1946400904058,1422.8642719503014,9180.502889128566,0.9878156799374644,0.9797313902352912,17,6.09539521360747,13.49446528840057,11.205179485912325,13.49446528840057
30,104,124,6,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,27.72000000000001,[],2254.3844726728407,2243.595663592158,1.8244781992499997,8.210151896624998,0.15893800754729642,0.11395646889927828,[2.73349942 2.73349942],[112.02097322 113.08398525],"[458.4253009038521, 687.6379513557781]","[160.82250712973772, 482.4675213892132]","[1.2148886296914734, 1.2148886296914734]","[50.023324104999745, 50.023324104999745]",254.68072272436225,142.95333967087797,850.1971013153221,850.1971013153221,17.344411307711354,257.52538736639883,2.7334994168058158,113.08398524956824,1.2148886296914734,50.023324104999745,850.1971013153221,690.3714507725839,595.5515066387815,255.89561135405373,192.9766637758777,867.5415126230334,1107.722488681721,7205.060180638323,0.9924650991295797,0.9877154583280465,13,6.338847581549018,14.268420041038818,12.611079915818756,14.268420041038818
31,124,144,7,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,27.72000000000001,[],2262.3642789654696,2257.682567820276,1.8244781992499997,8.210151896624998,0.15893800754729642,0.11395646889927828,[2.57419383 2.41488824],[99.87002291 85.59304855],"[374.98365988468174, 562.4754898270228]","[157.85990571577364, 368.33978000347184]","[1.1086849034907416, 1.1086849034907416]","[41.21401587922616, 41.21401587922616]",208.32425549148988,116.93326349316567,619.8668617134733,619.8668617134733,13.954012372547254,159.6199900995984,2.5741938275047183,99.87002291090786,1.1086849034907416,41.21401587922616,619.8668617134733,565.0496836545275,468.2098029143797,209.43294039498062,158.14727937239184,633.8208740860206,779.4868518130718,5253.108997571808,0.9959781109247058,0.9939170450452459,13,5.093580004122649,11.481514710498322,9.788868489934298,11.481514710498322
32,144,164,8,3.5,0.0205,0.000372,0.000372,[],0.00253,350.0,16.0,1.0,1.0,295.0,1.707317073,27.72000000000001,[],2268.306612322631,2267.2738926119614,1.5781351512500001,5.523473029375,0.16649886403549347,0.11779164605654617,[4.41221466 5.92439449],[154.45740544 217.2227155 ],"[25.584674711834015, 486.10881952484635]","[0.0, 278.9468401754159]","[2.953316902438913, 2.953316902438913]","[106.19432026773966, 106.19432026773966]",146.19814121048012,79.69909719297597,364.61687095627457,364.61687095627457,10.115271232300714,66.47058680260486,5.924394494256383,217.22271549983031,2.953316902438913,106.19432026773966,364.61687095627457,492.03321401910273,496.1695556752462,149.15145811291902,185.89341746071563,374.73214218857527,431.0874577588794,3089.973482680293,0.9985941502630996,0.9981395080836282,10,9.260053176531803,12.311896237018342,12.406326727957627,12.406326727957627
33,5,25,1,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,13.860000000000005,[],2227.577768747518,2229.3745059093917,2.7190113923,12.23555126535,0.07475488277427778,0.07757692584462654,[-15.81901397 -31.63802782],[14.76649312 29.53298612],"[857.394141381089, 151.30484847901573]","[707.0114545480272, 176.75286363700675]","[10.54600928789935, 10.54600928789935]","[9.844328720094744, 9.844328720094744]",224.15533108002327,196.39207070778534,1012.0121496622829,1012.0121496622829,377.73989067114,349.01762785748707,31.638027821645736,29.532986120739604,10.54600928789935,9.844328720094744,1012.0121496622829,889.0321692027347,736.5444406687668,234.70134036792263,206.2363994278801,1389.7520403334229,1361.02977751977,8576.374149680363,0.9806637766883194,0.9814547681749469,21,4.171099399565763,12.041552635956226,10.335757706593196,12.041552635956226
34,25,45,2,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,13.860000000000005,[],2232.822053306971,2235.570897953652,2.7190113923,12.23555126535,0.0885127431563912,0.0939172406632138,[-40.94242294 -34.42780421],[38.26232117 32.22516321],"[466.57524482136876, 466.57524482136876]","[387.5682834413517, 387.5682834413517]","[16.748939366826246, 16.748939366826246]","[15.663885417833704, 15.663885417833704]",207.3667754761639,172.25257041837853,891.3030298613584,891.3030298613584,412.84481632648567,365.64784580528976,40.942422940036074,38.26232116734805,16.748939366826246,15.663885417833704,891.3030298613584,507.5176677614048,425.83060460869973,224.11571484299014,187.91645583621224,1304.1478461878442,1256.9508756666482,7553.415507299647,0.9829725086097165,0.9841826537326225,21,4.098614443065978,7.523706740772578,6.609919254657571,7.523706740772578
35,45,65,3,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,13.860000000000005,[],2240.6371344895665,2242.9547048128757,2.07082124725,9.318695612625,0.0885127431563912,0.0939172406632138,[-28.58789116 -29.26259685],[26.81320662 27.43840798],"[353.3538744563466, 530.0308116845199]","[293.51911849251417, 440.2786777387712]","[12.85566400243497, 12.85566400243497]","[12.055914355103189, 12.055914355103189]",196.30770803130366,163.06617694028563,774.751910060434,774.751910060434,390.21407893243986,345.6204662956488,29.26259684686225,27.438407979156498,12.85566400243497,12.055914355103189,774.751910060434,559.2934085313822,467.7170857179277,209.16337203373863,175.12209129538883,1164.965988992874,1120.372376356083,6565.6941530545255,0.9864130021965953,0.9874332840910743,17,3.849509519517267,9.507352160229338,8.242644626082447,9.507352160229338
36,65,85,4,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,13.860000000000005,[],2248.2177480821565,2250.040212375137,2.07082124725,9.318695612625,0.0885127431563912,0.0939172406632138,[-29.89081491 -29.84432729],[28.02063821 27.97766708],"[286.35896163129115, 531.8095001723977]","[237.8687091510356, 441.75617413763746]","[13.274476045972893, 13.274476045972893]","[12.444067843498438, 12.444067843498438]",181.8152137341531,151.02775184192737,658.2007902595096,658.2007902595096,353.629357629196,313.22098215084907,29.890814912169134,28.02063821174937,13.274476045972893,12.444067843498438,658.2007902595096,561.7003150845669,469.77681234938683,195.089689780126,163.4718196854258,1011.8301478887056,971.4217724103587,5577.972798809403,0.9897502743042731,0.9905525918446563,17,3.472179723488144,9.272322554600548,8.002820319714196,9.272322554600548
37,85,105,5,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,13.860000000000005,[],2254.5953926979196,2256.000699163591,2.07082124725,9.318695612625,0.0885127431563912,0.0939172406632138,[-29.79783968 -29.79783968],[27.93469596 27.93469596],"[221.04476744143003, 515.7711240300034]","[183.61441596363966, 428.4336372484925]","[13.243484300999391, 13.243484300999391]","[12.415420424994592, 12.415420424994592]",163.73686477142965,136.01067849158494,541.6496704585853,541.6496704585853,320.5297779280421,283.9151479606305,29.797839677248632,27.93469595623783,13.243484300999391,12.415420424994592,541.6496704585853,545.568963707252,456.36833320473033,176.98034907242905,148.42609891657952,862.1794483866274,825.5648184192158,4590.251444564283,0.992557954082289,0.9931766230084046,17,3.066068338623524,8.781271809944146,7.54937358580386,8.781271809944146
38,105,125,6,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,13.860000000000005,[],2261.689326733086,2262.462489353839,1.8244781992499997,8.210151896624998,0.0885127431563912,0.0939172406632138,[-30.11808583 -30.43833197],[28.22775745 28.52081895],"[159.56095690020584, 478.6828707006175]","[132.54189298823258, 397.6256789646977]","[13.45698173315969, 13.45698173315969]","[12.610794755003297, 12.610794755003297]",141.83196168907185,117.81501598954006,425.09855065766106,425.09855065766106,231.71866790242785,205.30628256105962,30.438331973729525,28.52081894626395,13.45698173315969,12.610794755003297,425.09855065766106,509.12120267434705,426.14649791096167,155.28894342223154,130.42581074454336,656.8172185600889,630.4048332187207,3602.5300903191614,0.9956809714871608,0.9960213468429843,13,3.1969636345493604,9.999607663795796,8.549308269096793,9.999607663795796
39,125,145,7,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,13.860000000000005,[],2266.6168181549374,2266.9960854144133,1.8244781992499997,8.210151896624998,0.0885127431563912,0.0939172406632138,[-26.55778086 -22.3569836 ],[24.95114791 21.08841538],"[156.62159520909213, 365.450388821215]","[130.10026459563673, 303.5672840564857]","[10.869947659074022, 10.869947659074022]","[10.231014063741087, 10.231014063741087]",116.01599645117936,96.37056636713832,309.93343085673666,309.93343085673666,153.4564778353659,135.09749940092817,26.557780862601025,24.951147909370633,10.869947659074022,10.231014063741087,309.93343085673666,392.008169683816,328.5184319658563,126.88594411025338,106.60158043087941,463.38990869210255,445.03093025766486,2626.554498785904,0.9978502391172958,0.9980172068740536,13,2.5543099225787427,7.654396030707965,6.544670742205493,7.654396030707965
40,145,165,8,3.5,0.01573,0.000294,0.000294,[],0.00197,350.0,12.0,1.0,1.0,295.0,1.707317073,13.860000000000005,[],2270.014825190538,2270.120307849386,1.210930045325,4.2382551586375,0.09080925054780906,0.09650685715729732,[-41.51429985 -59.68493155],[38.91253576 55.677765  ],"[-41.86199977188771, 320.941998251139]","[-34.28122930682855, 262.82275801901886]","[28.914066113142894, 28.914066113142894]","[27.02580021687183, 27.02580021687183]",79.73714242264325,65.29757963205438,182.30843547813728,182.30843547813728,73.24628675500804,64.00393280249999,59.6849315452016,55.677765000795176,28.914066113142894,27.02580021687183,182.30843547813728,380.6269297963406,318.50052301981407,108.65120853578614,92.32337984892621,255.55472223314533,246.31236828063726,1544.9867413401464,0.9993461700156451,0.9993926074617592,9,4.759782732626466,9.22903054809343,7.810717560459131,9.22903054809343
41,6,26,1,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,21.600000000000005,[],2143.1699203472776,2213.4643577437164,2.7190113923,12.23555126535,0.09857053945623433,0.14108207679162088,[40.07259825 80.14519617],[-0.48549804 -0.97099606],"[731.5294993349199, 598.5241358194797]","[1044.6939941244482, 562.5275352977798]","[26.715065425595313, 26.715065425595313]","[0.32366535432208615, 0.32366535432208615]",295.56747447875546,357.16033987160625,1577.1617916814796,1577.1617916814796,798.3618399700979,20.3442918685991,80.1451961699867,0.9709960562577429,26.715065425595313,0.32366535432208615,1577.1617916814796,811.6746955049066,1045.664990180706,322.28253990435076,357.48400522592834,2375.5236316515775,1597.5060835500788,13365.77789560576,0.9435042572517182,0.9744505206884069,21,6.261887436930847,12.346940983331022,14.964459533941659,14.964459533941659
42,26,46,2,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,21.600000000000005,[],2162.6365940286496,2225.377106429315,2.7190113923,12.23555126535,0.13285470892064413,0.16759701774755525,[104.37800624  88.53821839],[-1.41572311 -1.37495215],"[700.3140579520654, 700.3140579520654]","[691.6226245534481, 691.6226245534481]","[42.87027213945448, 42.87027213945448]","[0.6201500591386329, 0.6201500591386329]",311.25069242314015,307.3878331348658,1389.0436829008183,1389.0436829008183,798.8997125472727,35.0986493746513,104.37800624077545,1.4157231134825627,42.87027213945448,0.6201500591386329,1389.0436829008183,804.6920641928408,693.0383476669307,354.1209645625946,308.0079831940044,2187.943395448091,1424.1423322754697,11771.556634752698,0.9520742214521899,0.9796949621084371,21,6.091420349025969,11.879131661951742,10.630123985560205,11.879131661951742
43,46,66,3,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,21.600000000000005,[],2183.218813167484,2236.1885761724734,2.07082124725,9.318695612625,0.13285470892064413,0.16759701774755525,[74.33810093 75.97777133],[-1.33825829 -1.34233538],"[530.3725143162061, 795.5587714743091]","[589.2639587186895, 720.2115051006206]","[33.4035271696457, 33.4035271696457]","[0.5956874826338657, 0.5956874826338657]",294.6513968423367,290.99454751540225,1207.4055741201569,1207.4055741201569,762.8801233397041,38.693972440079506,75.97777133134913,1.342335383968262,33.4035271696457,0.5956874826338657,1207.4055741201569,871.5365428056582,721.5538404845888,328.0549240119824,291.5902349980361,1970.285697459861,1246.0995465602364,10232.250628136922,0.9611352908507522,0.9844545789885422,17,5.770429491064871,14.815416016006521,12.744091815715546,14.815416016006521
44,66,86,4,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,21.600000000000005,[],2205.842202688478,2246.011335491709,2.07082124725,9.318695612625,0.13285470892064413,0.16759701774755525,[77.50605851 77.39467529],[-1.34641248 -1.34641248],"[491.21755338177695, 736.8263300726653]","[545.761313576069, 667.0416054818622]","[34.422385287745925, 34.422385287745925]","[0.5984055466899509, 0.5984055466899509]",272.89864076765383,269.51175979065135,1025.7674653394954,1025.7674653394954,673.4081920039116,32.92217581254107,77.50605850849946,1.3464124800523896,34.422385287745925,0.5984055466899509,1025.7674653394954,814.3323885811648,668.3880179619147,307.3210260553998,270.1101653373413,1699.175657343407,1058.6896411520365,8692.944621521148,0.9710949604615796,0.9887789282376,17,5.175048714368761,13.60731947375839,11.591766332751796,13.60731947375839
45,86,106,5,4.5,0.0269,0.000829,0.000829,[],0.00433,450.0,16.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,21.600000000000005,[],2224.0143147957338,2253.8499068368455,2.07082124725,9.318695612625,0.13285470892064413,0.16759701774755525,[77.28329206 77.28329206],[-1.34641248 -1.34641248],"[387.0777252469086, 718.8586326014015]","[436.88433651662274, 655.326504774934]","[34.34812980631773, 34.34812980631773]","[0.5984055466899509, 0.5984055466899509]",245.76363507740223,242.71352028701264,844.1293565588342,844.1293565588342,600.8993600447276,36.85586708965023,77.28329206421489,1.3464124800523896,34.34812980631773,0.5984055466899509,844.1293565588342,796.1419246656164,656.6729172549865,280.11176488371996,243.3119258337026,1445.0287166035619,880.9852236484844,7153.638614905374,0.9790950098154231,0.9922297630802753,17,4.54330929757339,12.938018403447975,11.011892751825966,12.938018403447975
46,106,126,6,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,21.600000000000005,[],2243.104109832374,2260.7154380586853,1.8244781992499997,8.210151896624998,0.13285470892064413,0.16759701774755525,[77.98723997 78.69118788],[-1.34641248 -1.34641248],"[287.39488206738224, 670.5880581572252]","[378.4374555228036, 567.6561832842053]","[34.81742841007997, 34.81742841007997]","[0.5984055466899509, 0.5984055466899509]",212.88509782769057,210.24303084600197,662.491247778173,662.491247778173,454.94528822306404,26.15530493420303,78.6911878755016,1.3464124800523896,34.81742841007997,0.5984055466899509,662.491247778173,749.2792460327267,569.0025957642578,247.70252623777054,210.84143639269192,1117.436536001237,688.6465527123761,5614.332608289602,0.9874990578174659,0.9952522289494542,13,4.671679220324784,14.812002764475015,11.660980805333343,14.812002764475015
47,126,146,7,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,21.600000000000005,[],2257.9318042045375,2265.6898916910745,1.8244781992499997,8.210151896624998,0.13285470892064413,0.16759701774755525,[69.91545506 60.43577434],[-1.2498958  -1.15337913],"[235.0838500782406, 548.5289835158948]","[309.55503945701815, 464.3325591855273]","[28.96693986517035, 28.96693986517035]","[0.5340610963769609, 0.5340610963769609]",174.1361852431412,171.97502192056564,483.01313899751165,483.01313899751165,289.41159900633124,22.44737817764868,69.91545505813718,1.2498958045829045,28.96693986517035,0.5340610963769609,483.01313899751165,618.4444385740319,465.5824549901102,203.10312510831156,172.5090830169426,772.4247380038429,505.4605171751603,4093.3316864195904,0.9940267683048812,0.9974421711164758,13,3.7419392056954788,12.060415276152188,9.388569164780677,12.060415276152188
48,146,166,8,3.5,0.0205,0.000372,0.000372,[],0.00253,350.0,16.0,1.0,1.0,295.0,1.707317073,21.600000000000005,[],2267.7525476070923,2269.435658711648,1.5781351512500001,5.523473029375,0.13809664894893772,0.1760259984283037,[106.96840811 148.42183871],[-2.03815058 -2.71747801],"[0.0, 424.4062399608593]","[20.84269033252432, 396.01111631796215]","[72.96864194801714, 72.96864194801714]","[1.358751024263335, 1.358751024263335]",121.25892570310266,119.10108761442471,284.1170423035905,284.1170423035905,121.82420834322811,17.17375913618745,148.42183871160688,2.717478005052762,72.96864194801714,1.358751024263335,284.1170423035905,572.8280786724662,398.72859432301493,194.22756765111978,120.45983863868805,405.9412506468186,301.29080143977797,2407.7715449456823,0.9983502300713591,0.9990911990806288,10,6.436859586479437,13.918170990000439,9.943571900735899,13.918170990000439
49,7,27,1,4.5,0.04535,0.00166,0.00166,[],0.00794,500.0,25.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,49.320000000000014,[],1919.7929785932283,1970.4735426189984,3.491142883375,15.710142975187498,0.16415190390808854,0.15848765013609054,[ 6.75777517 13.51555038],[-2.16323043 -4.32646078],"[1328.982296626723, 885.9881977511486]","[1083.3045666991102, 722.2030444660736]","[4.505183455788721, 4.505183455788721]","[1.442153602563209, 1.442153602563209]",492.2156654173048,401.22391359226305,3601.1860910060454,3601.1860910060454,331.46704150150305,37.10511775055531,13.51555038456389,4.3264607812449665,4.505183455788721,1.442153602563209,3601.1860910060454,1342.497847011287,1087.6310274803552,496.72084887309353,402.66606719482627,3932.6531325075484,3638.2912087566006,30518.526194966485,0.8451652998429356,0.8674767962223194,23,11.489509170710608,22.477856706880782,19.62680414941612,22.477856706880782
50,27,47,2,4.5,0.0404,0.0015,0.0015,[],0.00713,500.0,22.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,49.320000000000014,[],1992.607012762578,2035.3064960225965,3.1100809809999994,13.995364414499997,0.20861142876773783,0.19878749632900825,[16.99967301 13.72602043],[-6.27151137 -6.05333161],"[1099.6487621885974, 1099.6487621885974]","[820.3363746398352, 820.3363746398352]","[6.827931875598611, 6.827931875598611]","[2.738853995673308, 2.738853995673308]",488.73278319493215,364.5939442843712,3171.649742623535,3171.649742623535,330.3323440361796,51.118665596176356,16.99967301427872,6.271511370910115,6.827931875598611,2.738853995673308,3171.649742623535,1116.648435202876,826.6078860107453,495.56071507053076,367.3327982800445,3501.9820866597147,3222.7684082197115,26878.387649351993,0.8772207848393476,0.8960187083524527,22,10.245891390208786,19.061594015048914,15.817072617306435,19.061594015048914
51,47,67,3,4.5,0.03532,0.00134,0.00134,[],0.00629,500.0,19.0,0.7777777777777777,0.7777777777777777,295.0,10.71544715,49.320000000000014,[],2056.646846383403,2091.7095256822445,2.7190113923,12.23555126535,0.20861142876773783,0.19878749632900825,[10.79202305 11.13167825],[-5.85696982 -5.8787878 ],"[936.9031026504312, 1145.1037921283048]","[698.9283497099523, 854.2457607566083]","[4.87193362174399, 4.87193362174399]","[2.6079461388991017, 2.6079461388991017]",462.668198839719,345.14980232590233,2756.909394241025,2756.909394241025,316.822542365214,54.85199070484185,11.131678252714861,5.878787800587496,4.87193362174399,2.6079461388991017,2756.909394241025,1156.2354703810197,860.1245485571958,467.54013246146303,347.7577484648014,3073.731936606239,2811.7613849458667,23363.638934245977,0.9054135357179851,0.9208494500031893,21,8.852097463338259,18.64527123865986,15.332843977579794,18.64527123865986
52,67,87,4,4.5,0.036,0.00107,0.00107,[],0.00568,450.0,22.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,49.320000000000014,[],2115.123814674361,2141.662513495338,2.77135929,12.471116805,0.20861142876773783,0.19878749632900825,[11.44675356 11.42217367],[-5.90060578 -5.90060578],"[867.7358600173561, 1060.5660511323242]","[647.3296874675449, 791.1807291269994]","[5.081983828941549, 5.081983828941549]","[2.622491456318458, 2.622491456318458]",428.51153581104,319.6689814654543,2342.169045858515,2342.169045858515,280.119213646793,47.26569054627956,11.4467535635112,5.90060577671653,5.081983828941549,2.622491456318458,2342.169045858515,1072.0128046958355,797.0813349037159,433.59351963998154,322.29147292177277,2622.288259505308,2389.4347364047944,19848.890219139957,0.9311573034005549,0.9428406398834859,19,8.445946397017797,20.19600431353187,16.399085082253382,20.19600431353187
53,87,107,5,4.5,0.03152,0.000955,0.000955,[],0.00502,450.0,19.0,0.7777777777777777,0.7777777777777777,295.0,6.715447154,49.320000000000014,[],2163.0984113266873,2182.238067506846,2.4264790227999997,10.919155602599998,0.20861142876773783,0.19878749632900825,[11.39759377 11.39759377],[-5.90060578 -5.90060578],"[781.4546772567082, 955.1112722026434]","[582.9640508213158, 712.5116176704972]","[5.065597231084598, 5.065597231084598]","[2.622491456318458, 2.622491456318458]",385.90354432430036,287.88348188706954,1927.4286974760048,1927.4286974760048,255.86894956048653,53.771057904053436,11.397593769940345,5.90060577671653,5.065597231084598,2.622491456318458,1927.4286974760048,966.5088659725837,718.4122234472137,390.96914155538497,290.505973343388,2183.2976470364915,1981.1997553800581,16334.141504033938,0.9522775308504016,0.9607035296090013,18,7.012993359169934,17.784327438046994,14.358008457784507,17.784327438046994
54,107,127,6,4.5,0.0316,0.00073,0.00073,[],0.00439,400.0,22.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,49.320000000000014,[],2205.3844581876956,2216.6322896916095,2.4326375989999995,10.946869195499998,0.20861142876773783,0.19878749632900825,[11.52857707 11.65956038],[-5.90060578 -5.90060578],"[601.6984765357306, 902.5477148035959]","[448.8661869497729, 673.2992804246593]","[5.152919433902305, 5.152919433902305]","[2.622491456318458, 2.622491456318458]",334.27693140873924,249.37010386098493,1512.6883490934952,1512.6883490934952,192.40006674097225,40.605211081322565,11.659560378393467,5.90060577671653,5.152919433902305,2.622491456318458,1512.6883490934952,914.2072751819894,679.1998862013758,339.42985084264154,251.9925953173034,1705.0884158344675,1553.2935601748177,12819.392788927926,0.9708934440623798,0.9758451638527885,15,6.335951333702459,19.896295202987563,15.788644865932344,19.896295202987563
55,127,147,7,4.5,0.0237,0.000571,0.000571,[],0.00337,400.0,16.0,0.7777777777777777,0.7777777777777777,295.0,2.845528455,49.320000000000014,[],2236.9991968239124,2242.4550735284283,1.8244781992499997,8.210151896624998,0.20861142876773783,0.19878749632900825,[10.37948692  8.96843015],[-5.5291866  -5.15776742],"[553.7008613785989, 676.7454972405098]","[413.06003596480366, 504.8511550680934]","[4.29953712740689, 4.29953712740689]","[2.3748786701759297, 2.3748786701759297]",273.4325241375797,203.9802646739771,1102.880000710985,1102.880000710985,128.833568817532,27.254839981791918,10.379486918650345,5.529186597502737,4.29953712740689,2.3748786701759297,1102.880000710985,687.1249841591602,510.3803416655962,277.7320612649866,206.35514334415302,1231.7135695285172,1130.134840692777,9346.440683991399,0.9848114447827041,0.987213327549385,13,4.700882421043504,14.865986365734107,11.776699711980074,14.865986365734107
