<beam_data>
No,i,j,length,I,K,phai,stiff_ratio,Ci,Cj,category,direction,story,M0,Q0,unit_weight,weight,Z,Zp,B,H,t1,t2,init_group,Mp,M_Lx,M_Lx0,M_Ly,M_Ly0,M_Sx,M_Sy,Q_Lx,Q_Ly,Q_Sx,Q_Sy,N_Lx,N_Ly,N_Sx,N_Sy,ML,QL,Ms,Qs
122,65,70,7.2,0.001546765,257.7941666666667,1.2,0.2136305248618784,75.59475000000006,75.59475000000006,nan,Y,4,113.39212500000008,31.497812500000027,1.196693791340565,8.61619529765207,0.005155885,0.005731646,300.0,600.0,12.0,28.0,[],1862.78495,[],[],[-70.61872519  77.83862929],109.78217294571505,"[0, 0]","[678.1473868898067, 632.9864093383449]",[],"[30.495048040476405, 32.50057695952365]",0.0,182.10191614279884,[],[],[],[],109.78217294571505,30.495048040476405,748.7661120757856,214.60249310232248
123,70,75,7.2,0.001546765,257.7941666666667,1.2,0.2136305248618784,75.59475000000006,75.59475000000006,nan,Y,4,113.39212500000008,31.497812500000027,1.196693791340565,8.61619529765207,0.005155885,0.005731646,300.0,600.0,12.0,28.0,[],1862.78495,[],[],[-76.69398938  73.88453746],114.7968509590311,"[0, 0]","[632.9864093383449, 521.5763465537894]",[],"[31.888014155286424, 31.10761084471363]",0.0,160.35593831835197,[],[],[],[],114.7968509590311,31.888014155286424,709.6803987193401,192.2439524736384
124,75,80,2.9999999999999982,0.001546765,618.7060000000005,1.2,0.5127132596685084,42.63531249999998,42.63531249999998,nan,Y,4,63.952968749999975,42.635312500000005,1.196693791340565,3.5900813740216933,0.005155885,0.005731646,300.0,600.0,12.0,28.0,[],1862.78495,[],[],[-49.19616958  35.08444401],71.0088315363421,"[0, 0]","[1251.7832317290954, 1456.4017452049386]",[],"[47.339221024228095, 37.931403975771914]",0.0,902.7283256446786,[],[],[],[],71.0088315363421,47.339221024228095,1491.4861892109934,950.0675466689067
125,81,82,6.0,0.001314913,262.9826,1.2,0.2563566298342541,55.08000000000002,55.08000000000002,nan,X,5,82.62000000000003,27.540000000000003,1.196693791340565,7.18016274804339,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-50.11610232  58.67994665],78.33807783436323,[],[],"[935.9832019261501, 875.1845275067328]","[0, 0]","[26.112692611454403, 28.967307388545603]",[],301.8612882388138,0.0,[],[],[],[],78.33807783436323,26.112692611454403,986.0993042421712,330.8285956273594
126,82,83,7.699999999999999,0.001314913,204.9215064935065,1.2,0.19975841285786036,80.50350000000002,80.50350000000002,nan,X,5,120.75525000000002,31.365,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-79.40642989  80.95530597],119.98081195847135,[],[],"[681.9619694857658, 668.6277676149973]","[0, 0]","[31.163847261940603, 31.566152738059394]",[],175.40126455854067,0.0,[],[],[],[],119.98081195847135,31.163847261940603,761.368399377402,206.96741729660008
127,83,84,7.699999999999999,0.001314913,204.9215064935065,1.2,0.19975841285786036,80.5034999999998,80.5034999999998,nan,X,5,120.75524999999972,31.364999999999952,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-80.39845518  80.90704781],120.50095368338523,[],[],"[668.6277676149973, 668.6277676149972]","[0, 0]","[31.298949008671517, 31.431050991328387]",[],173.66955002986944,0.0,[],[],[],[],120.50095368338523,31.298949008671517,749.5348154234753,205.10060102119783
128,84,85,7.700000000000003,0.001314913,204.9215064935064,1.2,0.19975841285786025,80.50350000000017,80.50350000000017,nan,X,5,120.75525000000027,31.365000000000048,1.196693791340565,9.214542193322355,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-82.58648149  75.63548622],124.2307476356603,[],[],"[668.6277676149969, 752.8542676138278]","[0, 0]","[32.26772665861304, 30.462273341387057]",[],184.60805652322392,0.0,[],[],[],[],124.2307476356603,32.26772665861304,828.489753835546,216.87578318183697
129,81,86,7.2,0.001314913,219.15216666666666,1.2,0.2136305248618784,64.26,64.26,nan,Y,5,96.39,26.775,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-60.03507165  66.18755609],93.31375778029206,"[0, 0]","[625.3705901012771, 551.9629709992425]",[],"[25.92048827230335, 27.62951172769665]",0.0,163.51855015284994,[],[],[],[],93.31375778029206,25.92048827230335,685.4056617491357,191.14806188054658
130,86,91,7.2,0.001314913,219.15216666666666,1.2,0.2136305248618784,64.26,64.26,nan,Y,5,96.39,26.775,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-65.37994982  62.38991653],97.88501664720214,"[0, 0]","[551.9629709992425, 503.3450288687219]",[],"[27.19028240200059, 26.359717597999406]",0.0,146.5705555372173,[],[],[],[],97.88501664720214,27.19028240200059,617.3429208232415,173.76083793921788
131,91,96,2.9999999999999982,0.001314913,525.9652000000003,1.2,0.5127132596685084,30.26249999999997,30.26249999999997,nan,Y,5,45.39374999999996,30.262499999999992,1.196693791340565,3.5900813740216933,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-36.3218442   24.43233269],51.3385057528742,"[0, 0]","[1208.0280692849333, 1332.8047272268868]",[],"[34.225670501916156, 26.299329498083832]",0.0,846.9442655039405,[],[],[],[],51.3385057528742,34.225670501916156,1357.237059916504,881.1699360058567
132,86,87,6.0,0.001314913,328.72825,1.5,0.32044578729281764,220.3200000000001,220.3200000000001,nan,X,5,330.48000000000013,110.16000000000004,1.196693791340565,7.18016274804339,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-197.52749072  234.06416879],312.21166096353204,[],[],"[1123.904055319574, 1035.2963217952959]","[0, 0]","[104.07055365451068, 116.2494463454894]",[],359.86672951914494,0.0,[],[],[],[],312.21166096353204,104.07055365451068,1321.4315460414105,476.11617586463433
133,87,88,7.699999999999999,0.001314913,256.15188311688314,1.5,0.24969801607232542,282.74400000000014,282.74400000000014,nan,X,5,424.11600000000016,110.16000000000004,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-280.527359    283.51819501],422.62058199211884,[],[],"[806.7244065937368, 834.4982744051703]","[0, 0]","[109.77157973821268, 110.5484202617874]",[],213.14580272713079,0.0,[],[],[],[],422.62058199211884,109.77157973821268,1118.0164694170517,323.69422298891817
134,88,89,7.699999999999999,0.001314913,256.15188311688314,1.5,0.24969801607232542,282.74399999999986,282.74399999999986,nan,X,5,424.1159999999998,110.16000000000004,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-282.00148057  284.89728984],422.668095366133,[],[],"[834.4982744051703, 834.4982744051704]","[0, 0]","[109.78392087432036, 110.53607912567972]",[],216.75279854679752,0.0,[],[],[],[],422.668095366133,109.78392087432036,1119.395564243699,327.28887767247727
135,89,90,7.700000000000003,0.001314913,256.151883116883,1.5,0.2496980160723253,282.7440000000003,282.7440000000003,nan,X,5,424.1160000000005,110.16000000000004,1.196693791340565,9.214542193322355,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-291.49740892  261.6731219 ],439.02814351033453,[],[],"[834.4982744051699, 915.0346195760117]","[0, 0]","[114.03328402865823, 106.28671597134185]",[],227.21206415340012,0.0,[],[],[],[],439.02814351033453,114.03328402865823,1176.7077414796158,341.24534818205836
136,82,87,7.2,0.001314913,273.9402083333333,1.5,0.26703815607734804,239.3047500000001,239.3047500000001,nan,Y,5,358.95712500000013,99.71031250000003,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-219.8805704   248.00389823],344.8954610861779,"[0, 0]","[758.8066227047182, 687.0723899741577]",[],"[95.80429474616051, 103.61633025383955]",0.0,200.81652953873274,[],[],[],[],344.8954610861779,95.80429474616051,978.6871931064227,304.4328597925723
137,87,92,7.2,0.001314913,273.9402083333333,1.5,0.26703815607734804,239.3047500000001,239.3047500000001,nan,Y,5,358.95712500000013,99.71031250000003,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-244.54295916  230.85421482],365.80149716675646,"[0, 0]","[687.0723899741577, 582.8037088533596]",[],"[101.61152699076568, 97.80909800923438]",0.0,176.37168039271072,[],[],[],[],365.80149716675646,101.61152699076568,931.6153491318612,277.9832073834764
138,92,97,2.9999999999999982,0.001314913,657.4565000000005,1.5,0.6408915745856356,110.84781249999996,110.84781249999996,nan,Y,5,166.27171874999993,110.84781250000005,1.196693791340565,3.5900813740216933,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-137.51591314   85.50247808],192.2784362802107,"[0, 0]","[1398.7289012480637, 1568.7826127696196]",[],"[128.18562418680725, 93.51000081319285]",0.0,989.1705046725616,[],[],[],[],192.2784362802107,128.18562418680725,1654.2850908511373,1117.356128859369
139,91,92,6.0,0.001314913,328.72825,1.5,0.32044578729281764,110.54249999999992,110.54249999999992,nan,X,5,165.81374999999989,55.27124999999995,1.196693791340565,7.18016274804339,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-99.10667503 117.4384458 ],156.6478646153831,[],[],"[1123.904055319574, 1035.2963217952959]","[0, 0]","[52.21595487179435, 58.32654512820555]",[],359.86672951914494,0.0,[],[],[],[],156.6478646153831,52.21595487179435,1223.0107303518841,418.1932746473505
140,92,93,7.699999999999999,0.001314913,256.15188311688314,1.5,0.24969801607232542,141.8628749999999,141.8628749999999,nan,X,5,212.79431249999985,55.27124999999995,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-140.75070616  142.25131659],212.04400728423994,[],[],"[806.7244065937368, 834.4982744051703]","[0, 0]","[55.076365528374005, 55.4661344716259]",[],213.14580272713079,0.0,[],[],[],[],212.04400728423994,55.076365528374005,976.749590999673,268.61193719875666
141,93,94,7.699999999999999,0.001314913,256.15188311688314,1.5,0.24969801607232542,141.86287499999978,141.86287499999978,nan,X,5,212.79431249999965,55.27124999999995,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-141.49032619  142.94325827],212.06784645974358,[],[],"[834.4982744051703, 834.4982744051704]","[0, 0]","[55.082557522011356, 55.45994247798855]",[],216.75279854679752,0.0,[],[],[],[],212.06784645974358,55.082557522011356,977.4415326748486,272.21274102478606
142,94,95,7.700000000000003,0.001314913,256.151883116883,1.5,0.2496980160723253,141.862875,141.862875,nan,X,5,212.7943125,55.27124999999995,1.196693791340565,9.214542193322355,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-146.25477635  131.29085457],220.27627339320577,[],[],"[834.4982744051699, 915.0346195760117]","[0, 0]","[57.21461646576769, 53.327883534232214]",[],227.21206415340012,0.0,[],[],[],[],220.27627339320577,57.21461646576769,1046.3254741422295,284.4266806191678
143,83,88,7.2,0.001314913,273.9402083333333,1.5,0.26703815607734804,302.37899999999973,302.37899999999973,nan,Y,5,453.5684999999996,125.99124999999988,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-277.82496668  313.39134031],435.78531318439343,"[0, 0]","[758.8066227047182, 687.0723899741577]",[],"[121.05147588455372, 130.93102411544604]",0.0,200.81652953873274,[],[],[],[],435.78531318439343,121.05147588455372,1036.6315893876645,331.7475536541788
144,88,93,7.2,0.001314913,273.9402083333333,1.5,0.26703815607734804,302.37899999999973,302.37899999999973,nan,Y,5,453.5684999999996,125.99124999999988,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-309.10961059  291.4471315 ],462.3997395452617,"[0, 0]","[687.0723899741577, 582.8037088533596]",[],"[128.44437209590603, 123.53812790409373]",0.0,176.37168039271072,[],[],[],[],462.3997395452617,128.44437209590603,996.1820005672442,304.8160524886167
145,93,98,2.9999999999999982,0.001314913,657.4565000000005,1.5,0.6408915745856356,137.12874999999977,137.12874999999977,nan,Y,5,205.69312499999967,137.12874999999983,1.196693791340565,3.5900813740216933,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-171.1275124   105.45072856],238.53151692098268,"[0, 0]","[1398.7289012480637, 1568.7826127696196]",[],"[159.0210112806552, 115.23648871934446]",0.0,989.1705046725616,[],[],[],[],238.53151692098268,159.0210112806552,1674.2333413297392,1148.1915159532168
146,96,97,6.0,0.001314913,262.9826,1.2,0.2563566298342541,28.687500000000018,28.687500000000018,nan,X,5,43.03125000000002,14.343750000000004,1.196693791340565,7.18016274804339,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-25.83770077  31.21027202],40.344964376430525,[],[],"[935.9832019261501, 875.1845275067328]","[0, 0]","[13.448321458810172, 15.239178541189835]",[],301.8612882388138,0.0,[],[],[],[],40.344964376430525,13.448321458810172,961.8209026967796,317.10046678000367
147,97,98,7.699999999999999,0.001314913,204.9215064935065,1.2,0.19975841285786036,50.72375000000002,50.72375000000002,nan,X,5,76.08562500000002,19.762500000000003,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-49.63899773  51.18228457],75.31398158148846,[],[],"[681.9619694857658, 668.6277676149973]","[0, 0]","[19.562073138048948, 19.962926861951058]",[],175.40126455854067,0.0,[],[],[],[],75.31398158148846,19.562073138048948,731.6009672138144,195.36419142049172
148,98,99,7.699999999999999,0.001314913,204.9215064935065,1.2,0.19975841285786036,50.7237499999999,50.7237499999999,nan,X,5,76.08562499999985,19.762499999999974,1.196693791340565,9.21454219332235,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-50.68808907  50.962755  ],75.94829203270889,[],[],"[668.6277676149973, 668.6277676149972]","[0, 0]","[19.72682909940492, 19.79817090059503]",[],173.66955002986944,0.0,[],[],[],[],75.94829203270889,19.72682909940492,719.5905226186544,193.46772093046448
149,99,100,7.700000000000003,0.001314913,204.9215064935064,1.2,0.19975841285786025,50.72375000000009,50.72375000000009,nan,X,5,76.08562500000012,19.76250000000002,1.196693791340565,9.214542193322355,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[-52.03619769  47.65650555],78.27547107124931,[],[],"[668.6277676149969, 752.8542676138278]","[0, 0]","[20.331291187337474, 19.193708812662567]",[],184.60805652322392,0.0,[],[],[],[],78.27547107124931,20.331291187337474,800.5107731600324,204.9393477105614
150,84,89,7.2,0.001314913,273.9402083333333,1.5,0.26703815607734804,302.37900000000025,302.37900000000025,nan,Y,5,453.5685000000004,125.99125000000012,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-277.82496668  313.39134031],435.7853131843942,"[0, 0]","[758.8066227047182, 687.0723899741577]",[],"[121.05147588455395, 130.9310241154463]",0.0,200.81652953873274,[],[],[],[],435.7853131843942,121.05147588455395,1036.6315893876647,331.747553654179
151,89,94,7.2,0.001314913,273.9402083333333,1.5,0.26703815607734804,302.37900000000025,302.37900000000025,nan,Y,5,453.5685000000004,125.99125000000012,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-309.10961059  291.4471315 ],462.3997395452626,"[0, 0]","[687.0723899741577, 582.8037088533596]",[],"[128.44437209590626, 123.53812790409397]",0.0,176.37168039271072,[],[],[],[],462.3997395452626,128.44437209590626,996.1820005672447,304.81605248861695
152,94,99,2.9999999999999982,0.001314913,657.4565000000005,1.5,0.6408915745856356,137.12875,137.12875,nan,Y,5,205.693125,137.12875000000008,1.196693791340565,3.5900813740216933,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-171.1275124   105.45072856],238.53151692098305,"[0, 0]","[1398.7289012480637, 1568.7826127696196]",[],"[159.02101128065547, 115.23648871934469]",0.0,989.1705046725616,[],[],[],[],238.53151692098305,159.02101128065547,1674.2333413297395,1148.191515953217
153,85,90,7.2,0.001314913,219.15216666666666,1.2,0.2136305248618784,75.59475000000006,75.59475000000006,nan,Y,5,113.39212500000008,31.497812500000027,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-70.64233076  77.82682651],109.7998771245409,"[0, 0]","[625.3705901012771, 551.9629709992425]",[],"[30.499965867928033, 32.49565913207202]",0.0,163.51855015284994,[],[],[],[],109.7998771245409,30.499965867928033,696.0129208590238,196.01420928492195
154,90,95,7.2,0.001314913,219.15216666666666,1.2,0.2136305248618784,75.59475000000006,75.59475000000006,nan,Y,5,113.39212500000008,31.497812500000027,1.196693791340565,8.61619529765207,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-76.68985076  73.8928147 ],114.79064303142643,"[0, 0]","[551.9629709992425, 503.3450288687219]",[],"[31.88628973095179, 31.109335269048263]",0.0,146.5705555372173,[],[],[],[],114.79064303142643,31.88628973095179,628.6528217618346,178.4568452681691
155,95,100,2.9999999999999982,0.001314913,525.9652000000003,1.2,0.5127132596685084,42.63531249999998,42.63531249999998,nan,Y,5,63.952968749999975,42.635312500000005,1.196693791340565,3.5900813740216933,0.004781503,0.005396355,300.0,550.0,16.0,28.0,[],1753.8153750000001,[],[],[-49.16766811  35.11164889],70.98097836229935,"[0, 0]","[1208.0280692849333, 1332.8047272268868]",[],"[47.320652241532926, 37.949972758467084]",0.0,846.9442655039405,[],[],[],[],70.98097836229935,47.320652241532926,1367.9163761141644,894.2649177454734
156,101,102,6.0,0.000662865,132.573,1.2,0.2563566298342541,55.08000000000002,55.08000000000002,nan,X,6,82.62000000000003,27.540000000000003,1.196693791340565,7.18016274804339,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-50.11610232  58.67994665],78.33807783436323,[],[],"[839.6040384760611, 739.6745234018408]","[0, 0]","[26.112692611454403, 28.967307388545603]",[],263.21309364631696,0.0,[],[],[],[],78.33807783436323,26.112692611454403,889.7201407920822,292.18040103486254
157,102,103,7.699999999999999,0.000662865,103.30363636363637,1.2,0.19975841285786036,80.50350000000002,80.50350000000002,nan,X,6,120.75525000000002,31.365,1.196693791340565,9.21454219332235,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-79.40642989  80.95530597],119.98081195847135,[],[],"[576.3697584949409, 626.1319375857765]","[0, 0]","[31.163847261940603, 31.566152738059394]",[],156.16905143905424,0.0,[],[],[],[],119.98081195847135,31.163847261940603,707.08724356047,187.73520417711364
158,103,104,7.699999999999999,0.000662865,103.30363636363637,1.2,0.19975841285786036,80.5034999999998,80.5034999999998,nan,X,6,120.75524999999972,31.364999999999952,1.196693791340565,9.21454219332235,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-80.39845518  80.90704781],120.50095368338523,[],[],"[626.1319375857765, 626.1319375857767]","[0, 0]","[31.298949008671517, 31.431050991328387]",[],162.6316721002017,0.0,[],[],[],[],120.50095368338523,31.298949008671517,707.0389853942547,194.0627230915301
159,104,105,7.700000000000003,0.000662865,103.30363636363631,1.2,0.19975841285786025,80.50350000000017,80.50350000000017,nan,X,6,120.75525000000027,31.365000000000048,1.196693791340565,9.214542193322355,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-82.58648149  75.63548622],124.2307476356603,[],[],"[626.1319375857763, 675.3320809302093]","[0, 0]","[32.26772665861304, 30.462273341387057]",[],169.0213011059721,0.0,[],[],[],[],124.2307476356603,32.26772665861304,750.9675671519275,201.28902776458514
160,101,106,7.2,0.000662865,110.47749999999999,1.2,0.2136305248618784,64.26,64.26,nan,Y,6,96.39,26.775,1.196693791340565,8.61619529765207,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[],[],[-60.03507165  66.18755609],93.31375778029206,"[0, 0]","[560.975530236725, 516.8819801488688]",[],"[25.92048827230335, 27.62951172769665]",0.0,149.70243199799913,[],[],[],[],93.31375778029206,25.92048827230335,621.0106018845836,177.33194372569577
161,106,111,7.2,0.000662865,110.47749999999999,1.2,0.2136305248618784,64.26,64.26,nan,Y,6,96.39,26.775,1.196693791340565,8.61619529765207,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[],[],[-65.37994982  62.38991653],97.88501664720214,"[0, 0]","[516.8819801488688, 445.96142561898415]",[],"[27.19028240200059, 26.359717597999406]",0.0,133.7282508010907,[],[],[],[],97.88501664720214,27.19028240200059,582.2619299728677,160.91853320309127
162,111,116,2.9999999999999982,0.0008567,342.6800000000002,1.2,0.5127132596685084,30.26249999999997,30.26249999999997,nan,Y,6,45.39374999999996,30.262499999999992,1.196693791340565,3.5900813740216933,0.003426799,0.003811263,300.0,500.0,12.0,22.0,[],1238.6604750000001,[],[],[-36.3218442   24.43233269],51.3385057528742,"[0, 0]","[1070.3074214855626, 1126.438677118505]",[],"[34.225670501916156, 26.299329498083832]",0.0,732.2486995346896,[],[],[],[],51.3385057528742,34.225670501916156,1150.8710098081222,766.4743700366058
163,106,107,6.0,0.0008567,214.175,1.5,0.32044578729281764,220.3200000000001,220.3200000000001,nan,X,6,330.48000000000013,110.16000000000004,1.196693791340565,7.18016274804339,0.003426799,0.003811263,300.0,500.0,12.0,22.0,[],1238.6604750000001,[-197.52749072  234.06416879],312.21166096353204,[],[],"[1006.2535146687837, 874.995260239816]","[0, 0]","[104.07055365451068, 116.2494463454894]",[],313.54146248476667,0.0,[],[],[],[],312.21166096353204,104.07055365451068,1203.7810053906203,429.79090883025606
164,107,108,7.699999999999999,0.0008567,166.8896103896104,1.5,0.24969801607232542,282.74400000000014,282.74400000000014,nan,X,6,424.11600000000016,110.16000000000004,1.196693791340565,9.21454219332235,0.003426799,0.003811263,300.0,500.0,12.0,22.0,[],1238.6604750000001,[-280.527359    283.51819501],422.62058199211884,[],[],"[681.8144884985579, 705.2879638523482]","[0, 0]","[109.77157973821268, 110.5484202617874]",[],180.1431756299878,0.0,[],[],[],[],422.62058199211884,109.77157973821268,988.8061588642295,290.6915958917752
165,108,109,7.699999999999999,0.0008567,166.8896103896104,1.5,0.24969801607232542,282.74399999999986,282.74399999999986,nan,X,6,424.1159999999998,110.16000000000004,1.196693791340565,9.21454219332235,0.003426799,0.003811263,300.0,500.0,12.0,22.0,[],1238.6604750000001,[-282.00148057  284.89728984],422.668095366133,[],[],"[705.2879638523482, 705.2879638523481]","[0, 0]","[109.78392087432036, 110.53607912567972]",[],183.19167892268786,0.0,[],[],[],[],422.668095366133,109.78392087432036,990.1852536908766,293.7277580483676
166,109,110,7.700000000000003,0.0008567,166.8896103896103,1.5,0.2496980160723253,282.7440000000003,282.7440000000003,nan,X,6,424.1160000000005,110.16000000000004,1.196693791340565,9.214542193322355,0.003426799,0.003811263,300.0,500.0,12.0,22.0,[],1238.6604750000001,[-291.49740892  261.6731219 ],439.02814351033453,[],[],"[705.2879638523478, 820.8125534308923]","[0, 0]","[114.03328402865823, 106.28671597134185]",[],198.1948723744467,0.0,[],[],[],[],439.02814351033453,114.03328402865823,1082.4856753344964,312.22815640310495
167,102,107,7.2,0.000662865,138.096875,1.5,0.26703815607734804,239.3047500000001,239.3047500000001,nan,Y,6,358.95712500000013,99.71031250000003,1.196693791340565,8.61619529765207,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[],[],[-219.8805704   248.00389823],344.8954610861779,"[0, 0]","[680.6715158286888, 580.6889023101351]",[],"[95.80429474616051, 103.61633025383955]",0.0,175.18894696372553,[],[],[],[],344.8954610861779,95.80429474616051,900.5520862303933,278.80527721756505
168,107,112,7.2,0.000662865,138.096875,1.5,0.26703815607734804,239.3047500000001,239.3047500000001,nan,Y,6,358.95712500000013,99.71031250000003,1.196693791340565,8.61619529765207,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[],[],[-244.54295916  230.85421482],365.80149716675646,"[0, 0]","[580.6889023101351, 516.3614577468345]",[],"[101.61152699076568, 97.80909800923438]",0.0,152.368105563468,[],[],[],[],365.80149716675646,101.61152699076568,825.2318614678386,253.97963255423366
169,112,117,2.9999999999999982,0.00106046,530.2300000000004,1.5,0.6408915745856356,110.84781249999996,110.84781249999996,nan,Y,6,166.27171874999993,110.84781250000005,1.196693791340565,3.5900813740216933,0.004241839,0.004785128,300.0,500.0,16.0,28.0,[],1555.1665999999998,[],[],[-137.51591314   85.50247808],192.2784362802107,"[0, 0]","[1239.2674985924034, 1389.9343201012964]",[],"[128.18562418680725, 93.51000081319285]",0.0,876.4006062312338,[],[],[],[],192.2784362802107,128.18562418680725,1475.436798182814,1004.586230418041
170,111,112,6.0,0.0008567,214.175,1.5,0.32044578729281764,110.54249999999992,110.54249999999992,nan,X,6,165.81374999999989,55.27124999999995,1.196693791340565,7.18016274804339,0.003426799,0.003811263,300.0,500.0,12.0,22.0,[],1238.6604750000001,[-99.10667503 117.4384458 ],156.6478646153831,[],[],"[1006.2535146687837, 874.995260239816]","[0, 0]","[52.21595487179435, 58.32654512820555]",[],313.54146248476667,0.0,[],[],[],[],156.6478646153831,52.21595487179435,1105.360189701094,371.86800761297224
171,112,113,7.699999999999999,0.000662865,129.12954545454545,1.5,0.24969801607232542,141.8628749999999,141.8628749999999,nan,X,6,212.79431249999985,55.27124999999995,1.196693791340565,9.21454219332235,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-140.75070616  142.25131659],212.04400728423994,[],[],"[681.8144884985579, 705.2879638523482]","[0, 0]","[55.076365528374005, 55.4661344716259]",[],180.1431756299878,0.0,[],[],[],[],212.04400728423994,55.076365528374005,847.539280446851,235.60931010161372
172,113,114,7.699999999999999,0.000662865,129.12954545454545,1.5,0.24969801607232542,141.86287499999978,141.86287499999978,nan,X,6,212.79431249999965,55.27124999999995,1.196693791340565,9.21454219332235,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-141.49032619  142.94325827],212.06784645974358,[],[],"[705.2879638523482, 705.2879638523481]","[0, 0]","[55.082557522011356, 55.45994247798855]",[],183.19167892268786,0.0,[],[],[],[],212.06784645974358,55.082557522011356,848.2312221220263,238.6516214006764
173,114,115,7.700000000000003,0.000662865,129.1295454545454,1.5,0.2496980160723253,141.862875,141.862875,nan,X,6,212.7943125,55.27124999999995,1.196693791340565,9.214542193322355,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[-146.25477635  131.29085457],220.27627339320577,[],[],"[705.2879638523478, 820.8125534308923]","[0, 0]","[57.21461646576769, 53.327883534232214]",[],198.1948723744467,0.0,[],[],[],[],220.27627339320577,57.21461646576769,952.1034079971101,255.4094888402144
174,103,108,7.2,0.000662865,138.096875,1.5,0.26703815607734804,302.37899999999973,302.37899999999973,nan,Y,6,453.5684999999996,125.99124999999988,1.196693791340565,8.61619529765207,0.00265146,0.003014719,200.0,500.0,12.0,25.0,[],979.783675,[],[],[-277.82496668  313.39134031],435.78531318439343,"[0, 0]","[680.6715158286888, 580.6889023101351]",[],"[121.05147588455372, 130.93102411544604]",0.0,175.18894696372553,[],[],[],[],435.78531318439343,121.05147588455372,958.496482511635,306.1199710791716
