//Floor,Mark,Shape,H,B,tw,tf,r,MAT
1F,1F_400.0_16.0,Box,400.0,16.0,16.0,40.0,BCR295
1F,1F_500.0_19.0,Box,500.0,19.0,19.0,47.5,BCR295
2F,2F_400.0_16.0,Box,400.0,16.0,16.0,40.0,BCR295
2F,2F_500.0_19.0,Box,500.0,19.0,19.0,47.5,BCR295
3F,3F_400.0_16.0,Box,400.0,16.0,16.0,40.0,BCR295
3F,3F_500.0_19.0,Box,500.0,19.0,19.0,47.5,BCR295
